tidak_baku,kata_baku
hutanjauh,hutang jauh
1gak,1 tidak
ajaperbaiki,saja perbaiki
kede,kedai
sejatra,sejahtera
senangterhadap,senang terhadap
dede,adik
haryanto,Haryanto
modelator,moderator
grup,grup
bandung,Bandung
jawa,Jawa
barat,Barat
perak,perak
aflikasi,aplikasi
150juta,150 juta
500juta,500 juta
vefry,februari
dipasang,dipasang
basiii,basi
sudahlah,sudahlah
nyasoal,nyasoal
rekwning,rekening
dimanakah,di manakah
babik,babi
posisiin,posisiin
ketulungan,ketulungan
jln,jalan
teims,terima kasih
halotelkomsel,halo telkomsel
terupdate,terbaru
anjayyy,anjay
smmending,sebaiknya
jugananggung,juga nanggung
banyakmasa,banyak masa
b8sa,bisa
barusudah,baru sudah
lainsaya,lain saya
dipakekadang,dipakai kadang
loi,loi
jempolkeatasoke,jempol ke atas oke
sbnr,sebenarnya
tpaksa,terpaksa
spp,SPP
rekomenden,rekomendasi
hidupka,hidupkah
restrat,restart
tomatis,otomatis
denga,dengan
sibuka,si buka
rosulullah,rasulullah
digures,digores
hbya,hanya
smsnyekek,smsnya kek
nyuri,mencuri
burukny,buruknya
kluarga,keluarga
trgantung,tergantung
gtw,gak tahu
uxnya,user experience-nya
soft,lunak
spa,spa
berprasangka,berprasangka
daftarnunggu,daftar tunggu
aplikasidengan,aplikasi dengan
gitumalah,begitu malah
parifikasinya,verifikasinya
tuhmales,tuh malas
sitem,sistem
halopasca,halo pascabayar
minn,admin
kereend,keren
palikasi,aplikasi
citibank,Citibank
csdatang,customer service datang
debat,debat
dwg,drawing
buntung,untung
kreditslik,kredit skoring
ojk,OJK
dungu,dungu
wajahlegahidungjempolkebawah,wajah lega hidung jempol ke bawah
membantulebih,membantu lebih
bosagar,bos agar
guru,guru
celengan,celengan
ayam,ayam
jeeelekkkkk,jelek
stel,setel
verifmuka,verifikasi muka
sulam,sulam
alis,alis
lagi²,lagi-lagi
10rbko,10 ribu
idr,IDR
nyablom,nyablom
kahidmasfira76,kahidmasfira76
ketolongan,ketulungan
najiss,najis
bangkai,bangkai
memproses,memproses
tersangkut,tersangkut
september,September
ngitungnya,menghitungnya
palak,kepala
cincong,cincang
xpress,ekspres
otista,Otista
masmasnya,mas-masnya
persiapan,persiapan
kedownload,terunduh
isiisiannya,isi-isiannya
mbambanya,mbak-mbaknya
pekerjaannya,pekerjaannya
approve²,diaprove
siapkan,siapkan
umpan,umpan
hadehhhhh,aduh
truk,truk
bangatt,bangat
masukloginya,masuk loginnya
jempolkeataswarnakulitcerahsedangokehatimerahmelipattangan,suka sekali
riskan,riskan
lowongan,lowongan
cyber,siber
crime,kejahatan
mengerikan,mengerikan
mikirin,memikirkan
sadari,sadari
wajahdiperbandikepalawajahdiperbandikepalawajahdiperbandikepalahantuhantu,kurang suka
periksa,periksa
emailbabibabi,email babi babi
uu,UU
ite,ITE
minggir,minggir
wajahtersenyumlebardanmemejamkanmatawajahgembiraberuraiairmatawajahgembiraberuraiairmatawajahgembiraberuraiairmata,gembira
masuk2saya,masuk-masuk saya
kejadiannya,kejadiannya
aduhhh,aduh
persen,persen
bukasaya,buka saya
mobiletolong,mobile tolong
perbaikiterima,perbaiki terima
agsts,Agustus
sendirinyaaneh,sendirinya aneh
bcadovelopernya,baca developernya
abaltolong,abal tolong
tercoreng,tercoreng
kasoh,kasih
ngechat,mengobrol
bb,BB
wajaha,wajah
2jm,2 jam
traksaksi,transaksi
kabanyakan,kebanyakan
seberat,seberat
beratnyamelipattangan,beratnya melipat tangan
banger,banget
apa2in,apa-apain
jkt,Jakarta
majulangi,maju lagi
b4,sebelum
persyaratannya,persyaratannya
10juta,10 juta
bahan,bahan
madahal,padahal
flexsibel,fleksibel
agt,anggota
dicabut,dicabut
lawack,lucu
pengaturannya,pengaturannya
yutubnya,YouTube-nya
pembyaran,pembayaran
kash,kasih
nyesal,menyesal
tautan,tautan
samperin,sambangi
±,sekitar
accwajahtersenyum,akses wajah tersenyum
kcpku,kecapku
langkah2,langkah-langkah
ketetangannya,keterangannya
agst,Agustus
marsalina,Marsalina
tefbana,tempat
selalau,selalu
atmbanksama,ATM bank sama
loginprosesnya,login prosesnya
peripikasi,verifikasi
perlahanlahan,perlahan-lahan
diruangan,di ruangan
dikirimkirim,dikirim-kirim
bagoooss,bagus
menyerupai,menyerupai
dimasalah,di masalah
allpelangipelangipelangipelangihatibenderamonakobenderamonakobenderamonakobenderamonako,gembira
cerita,cerita
pendinglalu,pending lalu
penerusan,penerusan
didenda,didenda
denda,denda
tdiny,tadi
teteppp,tetap
muncullll,muncul
memprotec,memproteksi
melindungi,melindungi
pakeribetbolak,pake ribet bolak
teruscoba,terus coba
updatemasih,update masih
jadilah,jadilah
goodjempolkeatasjempolkeatas,suka sekali
dituju,dituju
bangeett,banget
prbarui,perbarui
haruss,harus
olok,ejek
sayangkanwajahmengembuskannapas,capek
pecahan,pecahan
uangny,uangnya
masuknyaverifikasi,masuknya verifikasi
katanyalucu,katanya lucu
rusakdiganti,rusak diganti
digitaltrus,digital terus
dikinikan,dikinikan
ngmng,ngomong
jan,Januari
buanv,bulan
nihkacau,ini kacau
bacot,omong
pwd,kata sandi
sijidjari,sidik jari
diaksesoops,diakses
wifibelum,Wi-Fi belum
nyakenapa,nya kenapa
callnah,telepon
pinmalah,PIN malah
jelasdan,jelas dan
kmbli,kembali
lagipas,lagi pas
sekalijadi,sekali jadi
nyaapalagi,nya apalagi
perbaikiterimakasih,perbaiki terima kasih
toup,top up
pembeli,pembeli
kadaluwarsa,kedaluwarsa
langsungwajahtanpaekspresi,biasa saja
reaet,reset
elah,alah
daftarny,daftarnya
tampilanan,tampilan
uai,UI
fingergak,jari tidak
totlah,total
kuontool,akun
aktfs,aktif
kkantor,kantor
syaifulrahim,Syaiful Rahim
al,Al
mengribet,mengurusi
emailemailnya,emailnya
aktivasitp,aktivasi tapi
loginaplikasi,login aplikasi
mood,suasana hati
dluan,duluan
ngeloadnya,memuatnya
stroom,stroom
seblah,sebelah
rampok,perampok
kab,kabupaten
aplikcasion,aplikasi
layanin,layani
begongabisin,bodoh habisin
fatkululum,Fatkul Ulum
satset,cepat
aplikasimya,aplikasinya
tololudah,tolol sudah
burekg,buruk
isnot,bukan
pemegang,pemegang
hallopasca,halo pasca
mntep,mantap
wajahdenganmataberputar,capek
riber,ribet
lanjay,lancar
nyobawajahbermasker,biasa saja
1apk,1 aplikasi
unggulan,unggulan
sektor,sektor
pss,pusat
ngatik,mengatur
penampilannya,penampilannya
sadap,sadar
kureng,kurang
kitanya,kita
beberaoa,beberapa
nitifikasi,notifikasi
meluky,menyakitkan
rekeningmulti,rekening multi
mendaftatkan,mendaftarkan
ie,Internet Explorer
diperzulit,dipersulit
hadiah,hadiah
kereta,kereta
nengo,dengar
rewards,hadiah
panjang2,panjang
deploper,pengembang
ngonolo,menggila
maseee,masa
disinkronkan,disinkronkan
51rb,51 ribu
kotakabupatennya,kota kabupatennya
lgkp,lengkap
apaperusaan,apa perusahaan
apajalannya,apa jalannya
apakalau,apabila
orangapakah,orang apakah
bcasipersulit,bisa dipersulit
trimaksih,terima kasih
blog,blog
cman,cuma
andalin,andalkan
bcawajahtanpaekspresi,biasa saja
hanyak,hanya
ketutup,tertutup
serving,servis
3xinfo,3x info
aktifmau,aktif mau
lagibuang²,lagi buang-buang
cokk,cok
buatan,buat
cuiihh,cuih
kreditpun,kredit pun
termanjakan,termanja
callcenter,pusat panggilan
sampingan,sampingan
jamet,jamet
pemiskinan,pemiskinan
join,gabung
sampai2,sampai-sampai
revisi,revisi
kembalimau,kembali mau
onlineudah,online sudah
semuapas,semua pas
muluhp,muluh p
berlulang,berulang
permah,pernah
smslogon,sms logon
tangandiangkatdandirapatkanbersama,terima kasih
kacaulah,kacau lah
ttl,ttl
gasesuai,tidak sesuai
praktiss,praktis
buatin,buatkan
menitnya,menitnya
sbelumnya,sebelumnya
suguhkan,suguhkan
esensi,esensi
kelengkapannya,kelengkapannya
peranti,peranti
dst,dst
bisapulsa,bisa pulsa
bangatparahh,banget parah
scam,penipuan
𝙻𝙰𝚈𝙰𝙽𝙰𝙽,layanan
𝙰𝙿𝙺,aplikasi
𝙸𝙽𝙸,ini
𝙺𝙰𝙲𝙰𝚄𝚄𝚄𝚄,kacau
𝙺𝙰𝙻𝙾,kalau
𝚅𝙸𝚃𝚄𝚁,fitur
𝙾𝙺,oke
𝚃𝙰𝙿𝙸,tapi
𝚃𝙸𝙰𝙿,tiap
𝙺𝙰𝙻𝙸,kali
𝙼𝙰𝚂𝚄𝙺,masuk
𝚂𝙴𝙻𝙰𝙻𝚄,selalu
𝙱𝙴𝚁𝙼𝙰𝚂𝙰𝙻𝙰𝙷,bermasalah
𝚂𝙼𝚂,sms
𝙵𝙴𝚁𝙸𝚅𝙸𝙺𝙰𝚂𝙸,verifikasi
𝚂𝙰𝙼𝙿𝙰𝙸,sampai
𝙿𝙻𝚂𝙰,pulsa
𝙷𝙰𝙱𝙸𝚂,habis
40𝙺,40k
𝚃𝚃𝙿,tetap
𝙱𝙸𝚂𝙰,bisa
𝙰𝙳𝙰,ada
𝙱𝙻𝙰𝚂𝙰𝙽,balasan
𝙷𝙿,hp
𝙳,di
𝚂𝙴𝚃𝙸𝙽𝙶,setel
𝚄𝙻𝙰𝙽𝙶,ulang
𝙼𝙰𝙻𝙰𝙷,malah
𝙶𝙴𝚁𝙰𝙸𝙽𝚈𝙰,gerainya
𝙻𝙰𝙽𝙶𝚂𝚄𝙽𝙶,langsung
𝚂𝙸𝙼,sim
𝙼𝙰𝚂𝙰𝙻𝙰𝙷,masalah
𝚃𝙻𝙿,telepon
𝙲𝚂,cs
𝙹𝙰𝚆𝙰𝙱𝙰𝙽𝙽𝚈𝙰,jawabannya
𝚂𝙰𝙼𝙰,sama
𝚂𝙾𝙻𝚄𝚂𝙸,solusi
𝙳𝙰𝚃𝙰𝙽𝙶,datang
𝙲𝙰𝙱𝙰𝙽𝙶,cabang
𝙿𝙴𝚁𝙲𝚄𝙼𝙰,percuma
biasahatiberdetak,biasa hati berdetak
proloogggg,prolog
iloveu,saya cinta kamu
attitude,sikap
ilang²,hilang-hilang
gasabaran,tidak sabaran
bestt,terbaik
laa,lah
regristrasinya,registrasinya
persulitt,persulit
ajng,anjing
keluar2,keluar-keluar
padhahal,padahal
ribetabis,ribet habis
smsjangan,sms jangan
mantappulsa,mantap pulsa
adakayak,ada kayak
onlinesudah,online sudah
datangtertawaterbahakbahaktertawaterbahakbahaktertawaterbahakbahakada2,tertawa
cuanbagi,cuan bagi
batuan,bantuan
sarankarna,saran karena
sia2mybca,sia-sia mybca
atasjadi,atas jadi
sampul,sampul
segara,segera
perbaikiwajahtersenyumdenganairmatamelipattangan,oke
kecewaa,kecewa
ktinggakan,ketinggalkan
jglain,jangan lain
mencopot,mencopot
membersihkan,membersihkan
pakaidan,pakaian dan
bermingguminggu,berminggu-minggu
welmanya,wilayahnya
jelk,jelas
jelassetiap,jelas setiap
tertawaterbahakbahakisyaratkemenangan,tertawa
opppppsssss,ups
menyebalkanwajahtersenyumlebardanberkeringat,benci
meneruskan,meneruskan
anjg,anjing
bgsd,bangsat
diandalkan,diandalkan
club,klub
ribetbikin,ribet bikin
gagalskli,gagal sekali
dibuatverifikasiny,dibuat verifikasinya
gagalsdh,gagal sudah
fto,foto
verifikasitulisanny,verifikasi tulisannya
terdekatjempolkebawahjempolkebawahjempolkebawahjempolkebawahjempolkebawah,benci
kelar²,kelar-kelar
bukain,bukakan
bgtusetingan,begitu setelan
setingan,setelan
dablekbenerin,dableg benerin
notifnyalulusan,notifikasinya lulusan
nomina,nomina
nilain,nilainya
hadehhhhhh,haduh
sampahbolak,sampah bolak
verifikasiknapa,verifikasi kenapa
sajaribet,saja ribet
periv,perih
maaaaaceeett,macet
frevikasi,verifikasi
kentut,kentut
aghhh,aduh
kapanpunenjadi,kapan pun jadi
sayaterimakasi,saya terima kasih
bcajempolkeatas,bca jempol ke atas
sekalisangat,sekali sangat
beungeut,wajah
geus,sudah
tepi,tepi
seuseuh,cuci
parah²,parah-parah
plase,pulsa
ampuuun,ampun
adasehingga,ada sehingga
sambung,sambung
ajakenapa,ajak kenapa
memudaahkan,memudahkan
paday,pada
ngulangngulang,mengulang-ngulang
tray,nampan
hapussss,hapus
ajaa,saja
dicari2,dicari-cari
gangguang,gangguan
bisaorangtepukjidat,bisa orang tepuk jidat
mobilemy,mobile my
apalagibnyk,apalagi banyak
swafoto,swafoto
bissmillah,bismillah
wajahtersenyumdengan3hatiwajahtersenyumdengan3hati,suka
dianjurkan,dianjurkan
ggwp,ggwp
dipahamicuman,dipahami cuma
inpo,info
diinpokan,diinfokan
yasuruh,ya suruh
brrti,berarti
mobilekenapa,mobile kenapa
barujdi,baru jadi
burukrewel,buruk rewel
gelo,gila
indo,indonesia
waktupulsa,waktu pulsa
dipakaisungguh,dipakai sungguh
customeraplikasi,pelanggan aplikasi
apasajalihat,apa saja lihat
buf,buf
mudahdan,mudah dan
lagijempolkeatas,lagi jempol ke atas
ewallt,e-wallet
vitrual,virtual
lagiiii,lagi
shopepay,shopee pay
butu,butuh
27rb,27rb
dtmbhkan,ditambahkan
jrg,jarang
gooooddddddjempolkeatasjempolkeatasjempolkeatasjempolkeatasjempolkeatas,suka sekali
maslah,masalah
pswordnya,kata sandinya
minasal,minimal
pahit,pahit
menyesak,menyesak
11jt,11jt
11juta,11 juta
disambungin,disambungkan
nangis,nangis
ceritakan,ceritakan
menggubris,menggubris
livn,hidup
toloong,tolong
gawean,pekerjaan
mutar2,mutar-mutar
ckckckk,ckckck
ngeblink,berkedip
faktor,faktor
badan,badan
memberitahu,memberitahu
diet,diet
kaartu,kartu
borossssss,boros
rentenir,rentenir
kaku,kaku
mewah,mewah
busukkkkkk,busuk
gamti,ganti
lgsung,langsung
modar,mati
lahpulsa,lah pulsa
orjelpis,orang jelek pisan
ora,ora
respondnya,responsnya
bangethabisin,banget habisin
klikkadang,klik kadang
kemenu,ke menu
150jt,150jt
bandingin,bandingin
syulit,sulit
giniyang,begini yang
tanyain,tanyakan
disdukcapilnya,disdukcapilnya
cintah,cinta
tuanya,tuanya
begodah,begoda
wassalam,wassalam
lagitarik,lagi tarik
boong,bohong
astagfirullah,astagfirullah
jempolkeatasjempolkeatasjempolkeataswajahtersenyumlebarbermatahati,suka sekali
konsultasi,konsultasi
bintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputihbintangmediumputih,bintang
terusbuang,terus buang
offkan,matikan
vocher,voucher
cewek,cewek
gelapnya,gelapnya
matanya,matanya
aplikaei,aplikasi
terakhir2,terakhir-terakhir
pertahanan,pertahanan
mengapresiasi,mengapresiasi
yerdepanyess,ya depan yes
mantapdan,mantap dan
terpercayasungguh,terpercaya sungguh
tingkt,tingkat
1fitur,satu fitur
smstp,sms top
aktivasiisi,aktivasi isi
uangell,uang
aktivasine,aktivasi
luelet,ulang
gawe,gawe
uangel,uang
nuemen,nemu
petuk,temu
estetik,estetika
bengkak,bengkak
lock,kunci
dariku,dariku
chears,cheers
antisipasi,antisipasi
mantp,mantap
lnjut,lanjut
activate,aktifkan
fulsanya,fulusnya
masukn,masukkan
faswword,password
akases,akses
duluh,dulu
loginsaya,login saya
berkeluarga,berkeluarga
nyaminal,nyaman
aidzin,amin
walfaizin,walaupun
bantumelipattanganmelipattanganmelipattanganmelipattangan,bantu
pahamin,pahami
yesbca,ya BCA
oj,ojek
excited,bersemangat
terditeksi,terdeteksi
jios,jelas
mantabtransaksi,mantap transaksi
kolektif,kolektif
maaantap,mantap
unik,unik
edisi,edisi
alhmdlh,alhamdulillah
memuaskanjempolkeatas,memuaskan (jempol ke atas)
haus,haus
ngehapus,menghapus
tfin,teflon
thanxz,terima kasih
kepiting,kepiting
ekspor,ekspor
terdetek,terdeteksi
ngubah,mengubah
rekomenin,rekomendasikan
ngewa,sewa
skaliemail,sekali email
segalah,segala
macamdi,macam-macam
7rb,tujuh ribu
verifed,terverifikasi
lamabuka,lama buka
bisatp,bisa tapi
akibat,akibat
wajahdan,wajah dan
pengkininan,pengkinian
2xhasilnya,dua kali hasilnya
pengbaruan,pembaharuan
kalisemakin,kali semakin
bcacapekkkkk,BCA capek
loe,kamu
dodol,dodol
op,op
panel,panel
prabayarnya,pra bayar
adapaket,ada paket
menggait,mengait
frameworknya,framework-nya
dimaksimalkan,dimaksimalkan
backbone,backbone
kotakota,kota-kota
ajasuruh,aja suruh
muhammadrefian,Muhammad Refian
dirinya,dirinya
sangatmembantu,sangat membantu
atur2,atur-atur
persulitkan,persulitkan
rekeningsgt,rekening sangat
"menolongthank,""menolong, thank""",
tepuktangantepuktangantepuktangantepuktangan,tepuk tangan
sekalikembangkan,sekali kembangkan
ngeceknya,ceknya
statemen,pendapat
transferanya,transfer-nya
mybcakedepan,my BCA ke depan
"ditingkatkantq,""tingkatkan, tq""",
laggsung,langsung
keunggulan,keunggulan
riwatat,riwayat
uangdana,uang dana
mengatur,mengatur
anjrit,anjrit
bioskop,bioskop
pesawatkerata,pesawat kereta
c3pat,cepat
alternatifku,alternatifku
mbcanya,maka
troooos,trus
kubu,kubu
sebelahnext,sebelah next
memggunakan,menggunakan
mini,mini
ditutuptutupi,ditutup-tutupi
tutupi,tutupi
teratsi,teratasi
cepatmantap,cepat mantap
komplitjd,komplit jadi
tagihan2,tagihan-tagihan
membelimembayar,membeli membayar
melipattanganwarnakulitcerahmelipattanganwarnakulitcerah,terima kasih
sampurna,sempurna
adawajahmenangiskeras,ada wajah menangis keras
sajajadi,sajakadi
dibenahiwajahtersenyumdenganmatabahagia,bersyukur
minmenu,menu
mengakomodasi,mengakomodir
kita²,kita-kita
nfcjadi,NFCjadi
duluterus,duluturut
kasirwajahmenangiskeraswajahmenangiskeraswajahmenangiskeras,menyesal
ceban,cepek
terputuspadahal,terputus padahal
lancargak,lancar tidak
kainlimit,kain limit
yuyun,yuyun
harun,haroen
lingkungan,lingkungan
ii,ii
ternate,Ternate
singkil,Singkil
islam,Islam
kawin,kawin
tangga,tangga
phk,PHK
pkh,PKH
bkm,BKM
bpnt,BPNT
mahasiswa,mahasiswi
pol,pol
jempolkeatasjempolkeatasjempolkeataswajahtersenyumdenganmatabahagia,suka sekali
lamamantap,lama mantap
laditingkatkan,ladi tingkatkan
sendind,sendiri
lihattransaksi,lihat transaksi
lupas,lupa
begookk,bego
sangat²,sangat-sangat
nyadg,nyaris
baikdi,baik di
laintks,lainnya
area,area
logindstu,login dulu
iditu,itu
katak,katak
perlihatkan,perlihatkan
rame,ramai
bagusdiluar,bagus di luar
bentaran,sebentar
bludll,bludl
jgnkan,jangan kan
gobanhasil,goban hasil
dijelaskanterimakasih,dijelaskan terima kasih
tabpa,tanpa
ngehubungin,menghubungi
walletbayarbayarubah,wallet bayar bayar ubah
panggilanhapus,panggilan hapus
perlukansemua,perlu semua
adabisa,ada bisa
nyabentar2,nyambat-nyambat
kejd,kejadian
bat,batas
bertx,bertaruh
kalag,kalau
pentunjuk,petunjuk
alhamdulillahpake,alhamdulillah pakai
fiturmenarik,fitur menarik
apkikasi,aplikasi
kabarkan,kabarkan
zonkwajahtersenyumlebardanberkeringat,percuma
gocap,gopek
hbngi,hubungi
wajahdengantanganmenutupmulut,nyengir
padat,padat
aktivafasi,aktiva fasi
ribetharus,ribet harus
smssudah,SMS sudah
lagigak,lagi tidak
capee,cape
benerwajahtidaksetujuwajahtidaksetujuwajahtidaksetujuwajahberkeringat,kurang suka
audah,sudah
aammmiiinnnntangandiangkatdandirapatkanbersamatangandiangkatdandirapatkanbersamatangandiangkatdandirapatkanbersama,baik
biometri,biometrik
jelassaya,jelas saya
lagijika,lagi jika
matangyah,matang ya
lahbukan,lah bukan
blokir2,blokir-blokir
systemmau,sistem mau
biometrinya,biometri nya
baik2,baik-baik
shoot,shut
lancarhanya,lancar hanya
kocag,kocak
bagaimna,bagaimana
cimanggis,Cimanggis
dibolak,dibolak-balik
baliki,balik i
mskn,masukkan
berenti2,berenti-enti
keyboardnya,keyboard nya
yahwajahberpikir,ya wajah berpikir
much,much
mantapbca,mantap baca
transferbagikan,transfer bagikan
screeshot,screenshot
sayangnaya,sayang naya
viturnya,vitur nya
notujuan,no tujuan
freze,freeze
oppo,Oppo
reno,Reno
wih,wah
okecuman,oke cuma
ironi,ironi
jempolkebawahwarnakulitcerahjempolkebawahwarnakulitcerahjempolkebawahwarnakulitcerah,tidak suka
300jthari,300 juta hari
100jthari,100 juta hari
berkilau,berkilau
kehalaman,ke halaman
idtapi,itu tapi
kebu,ke bu
tools,tool
listriktrima,listrik terima
trspayah,terus bayah
cz,CZ
bpu,BPU
tsbitu,tadi itu
bpumhn,BPUMHN
turunin,turunkan
ngerespon,mengerespon
jempolkeatasjempolkeatasjempolkeatasjempolkeatasokeokeokeoke,suka sekali
ingris,Inggris
yaaaa,ya
nggam,nggak
inpadahal,ini padahal
benartau2,benar tahu-tahu
tersambungkan,tersambungkan
jalanbuang2,jalan buang-buang
acount,akun
transfervirtual,transfer virtual
blaa,bla
dinonaktifkan,dinonaktifkan
gopaylink,go pay link
ajadanashopee,aja dan aha Shopee
kala,kala
bribsi,BRI BSI
tingal,tinggal
konter,konter
debitonekliktoggle,debit online klik toggle
ewalletfitur,e-wallet fitur
bagi²dan,bagi-bagi dan
nasabahdan,nasabah dan
notification,notifikasi
hahah,haha
kepo,kepo
30hr,30 hari
oiii,oi
simpandi,simpandi
daptarin,daftarkan
atmtolol,ATM tolol
bentuk,bentuk
inibertambah,ini bertambah
mantulmelipattanganmelipattangan,terima kasih
yasudah,ya sudah
sorenya,sore nya
ginijempolkeatas,begini jempol ke atas
pph,PPH
ahahah,ahahaha
rusakkkk,rusak
muke,muka
bagaikan,bagai kan
satria,Satria
